customer_id,segment_name,Recency,Frequency,Monetary,engagement_score,ticket_count
CUST00507,Dormant,181,2,3345.6800000000003,6,0.0
CUST00508,Potential Loyalists,38,2,1632.0,35,0.0
CUST00509,Potential Loyalists,24,2,1206.64,67,0.0
CUST00510,At Risk,223,4,3630.48,28,1.0
CUST00511,Champions,4,7,4352.03,87,1.0
CUST00512,Loyal Customers,77,4,2468.63,25,1.0
CUST00513,Champions,31,10,7681.32,25,3.0
CUST00514,Dormant,154,1,1687.55,67,0.0
CUST00515,Loyal Customers,29,4,2719.65,10,1.0
CUST00516,Dormant,88,1,623.59,66,0.0
CUST00517,Champions,12,7,4546.23,15,2.0
CUST00518,Potential Loyalists,35,2,852.7099999999999,29,0.0
CUST00519,Potential Loyalists,26,2,823.83,0,0.0
CUST00520,Champions,27,8,5224.33,13,0.0
CUST00521,Loyal Customers,55,8,3956.92,24,1.0
CUST00522,Dormant,523,1,1688.22,7,0.0
CUST00523,Loyal Customers,53,4,3188.02,44,1.0
CUST00524,Loyal Customers,72,10,7161.96,43,2.0
CUST00525,At Risk,281,4,1916.75,5,0.0
CUST00526,Potential Loyalists,5,2,1519.72,24,0.0
CUST00527,Champions,34,8,6642.15,6,0.0
CUST00528,Dormant,43,2,1159.92,63,0.0
CUST00529,Dormant,43,2,2291.65,66,1.0
CUST00530,Champions,32,5,3597.6600000000003,13,0.0
CUST00531,Dormant,104,2,648.41,5,1.0
CUST00532,At Risk,179,4,4895.42,4,1.0
CUST00533,Potential Loyalists,12,3,2081.04,41,1.0
CUST00534,At Risk,135,5,3110.46,30,1.0
CUST00535,At Risk,199,5,5156.9,19,0.0
CUST00536,Champions,6,5,4909.41,61,0.0
CUST00537,Loyal Customers,12,4,3404.59,27,0.0
CUST00538,Champions,8,9,7445.27,26,0.0
CUST00539,Loyal Customers,48,9,8708.79,4,3.0
CUST00540,Champions,35,8,5915.85,17,3.0
CUST00541,Champions,30,7,5077.73,6,1.0
CUST00542,Loyal Customers,9,4,2512.91,6,0.0
CUST00543,At Risk,258,4,2320.55,11,0.0
CUST00544,Dormant,146,2,2284.46,23,0.0
CUST00545,Potential Loyalists,21,2,922.53,58,1.0
CUST00546,Loyal Customers,20,4,3320.79,53,0.0
CUST00547,Dormant,60,2,1679.69,29,1.0
CUST00548,Dormant,44,3,3100.27,41,0.0
CUST00549,Dormant,193,2,1035.57,4,1.0
CUST00550,Potential Loyalists,4,3,2353.73,0,0.0
CUST00551,Loyal Customers,32,4,2251.44,63,0.0
CUST00552,Potential Loyalists,34,3,2303.36,83,0.0
CUST00553,At Risk,354,4,3183.11,9,0.0
CUST00554,Champions,3,6,4226.39,62,0.0
CUST00555,Champions,19,6,4854.27,15,2.0
CUST00556,Dormant,87,1,936.16,6,1.0
CUST00557,Champions,27,7,5364.05,91,1.0
CUST00558,Dormant,460,2,679.0699999999999,7,0.0
CUST00559,Potential Loyalists,16,3,1821.47,12,0.0
CUST00560,Dormant,292,1,1135.13,5,0.0
CUST00561,Potential Loyalists,15,3,2339.96,109,1.0
CUST00562,Dormant,320,2,899.8599999999999,4,2.0
CUST00563,Dormant,166,2,887.86,4,0.0
CUST00564,At Risk,191,8,4592.1900000000005,69,3.0
CUST00565,Potential Loyalists,2,2,1089.79,64,0.0
CUST00566,Potential Loyalists,3,3,1894.99,125,0.0
CUST00567,Champions,35,10,6288.55,42,1.0
CUST00568,Dormant,95,1,482.12,22,0.0
CUST00569,Potential Loyalists,14,3,944.54,34,0.0
CUST00570,Dormant,229,3,2545.7200000000003,0,1.0
CUST00571,Potential Loyalists,22,3,1977.83,35,1.0
CUST00572,At Risk,112,6,3305.75,44,0.0
CUST00573,At Risk,186,5,2912.39,0,1.0
CUST00574,Champions,2,9,7029.03,65,1.0
CUST00575,Dormant,144,1,548.72,32,1.0
CUST00576,Dormant,107,2,799.27,88,0.0
CUST00577,Champions,24,7,5138.93,50,1.0
CUST00578,Dormant,437,2,3054.7200000000003,14,0.0
CUST00579,Dormant,71,1,301.68,4,0.0
CUST00580,Potential Loyalists,28,2,1073.3,28,0.0
CUST00581,Dormant,137,2,1527.79,0,0.0
CUST00582,Dormant,347,1,392.06,12,1.0
CUST00583,At Risk,324,4,3652.46,10,1.0
CUST00584,Dormant,144,1,591.05,48,0.0
CUST00585,Champions,32,9,5765.21,67,2.0
CUST00586,At Risk,189,4,1853.61,6,2.0
CUST00587,Potential Loyalists,6,2,811.8,60,0.0
CUST00588,Dormant,56,2,1020.69,39,0.0
CUST00589,At Risk,132,5,4196.7699999999995,25,1.0
CUST00590,Dormant,201,3,3961.05,42,2.0
CUST00591,Dormant,130,2,1767.15,10,1.0
CUST00592,Dormant,81,2,1084.48,14,0.0
CUST00593,Champions,15,6,4295.48,46,1.0
CUST00594,Dormant,152,1,448.78,0,0.0
CUST00595,Loyal Customers,52,6,3393.2200000000003,36,0.0
CUST00596,At Risk,111,4,2927.96,79,3.0
CUST00597,At Risk,113,4,3041.18,0,2.0
CUST00598,Loyal Customers,24,4,2429.15,105,0.0
CUST00599,Champions,18,5,3511.4900000000002,12,1.0
CUST00600,Dormant,324,3,1248.1399999999999,20,0.0
CUST00601,Dormant,131,1,537.85,43,0.0
CUST00602,Dormant,152,1,171.18,32,0.0
CUST00603,Champions,9,10,5262.13,84,4.0
CUST00604,Potential Loyalists,12,3,1794.88,10,0.0
CUST00605,At Risk,221,5,3199.79,59,2.0
CUST00606,Dormant,181,1,240.15,45,0.0
CUST00607,Dormant,310,3,2332.76,52,0.0
CUST00608,Loyal Customers,34,4,3561.7799999999997,47,1.0
CUST00609,Champions,18,6,5268.07,27,2.0
CUST00610,Champions,39,6,4356.29,65,2.0
CUST00611,At Risk,296,4,3472.66,36,3.0
CUST00612,Dormant,109,2,2120.98,55,0.0
CUST00613,Champions,11,8,6032.84,63,2.0
CUST00614,Dormant,257,1,267.96,6,0.0
CUST00615,Dormant,95,1,446.03,25,1.0
CUST00616,Loyal Customers,97,5,2628.3,56,1.0
CUST00617,Champions,21,13,7918.74,47,5.0
CUST00618,Potential Loyalists,42,3,2003.1,39,0.0
CUST00619,Loyal Customers,1,6,2572.91,52,0.0
CUST00620,Dormant,43,2,1045.42,94,1.0
CUST00621,Dormant,153,1,348.53,41,0.0
CUST00622,Dormant,241,3,2009.7800000000002,6,0.0
CUST00623,Loyal Customers,60,5,3290.23,93,2.0
CUST00624,Dormant,293,1,270.09,28,0.0
CUST00625,At Risk,127,4,2155.58,13,0.0
CUST00626,Dormant,58,3,2283.05,57,1.0
CUST00627,Dormant,136,3,2765.27,28,1.0
CUST00628,Champions,36,6,3681.37,51,2.0
CUST00629,Potential Loyalists,24,2,1364.28,8,0.0
CUST00630,Loyal Customers,54,4,3090.95,146,0.0
CUST00631,At Risk,129,10,6076.9,0,2.0
CUST00632,Dormant,122,1,1078.63,68,0.0
CUST00633,Potential Loyalists,36,2,2549.94,19,0.0
CUST00634,At Risk,179,4,1711.76,6,2.0
CUST00635,Dormant,195,1,1016.46,4,0.0
CUST00636,Potential Loyalists,9,3,3886.17,5,0.0
CUST00637,Champions,27,7,6428.4,7,1.0
CUST00638,At Risk,234,6,3093.33,0,0.0
CUST00639,Dormant,430,3,2753.19,4,0.0
CUST00640,Dormant,191,1,641.86,0,0.0
CUST00641,Loyal Customers,52,7,6023.219999999999,24,1.0
CUST00642,Loyal Customers,39,4,3164.42,18,0.0
CUST00643,Dormant,216,1,1091.34,95,0.0
CUST00644,At Risk,139,7,3822.27,0,0.0
CUST00645,Dormant,313,3,2730.59,0,2.0
CUST00646,Loyal Customers,51,7,6203.32,33,1.0
CUST00647,Dormant,125,1,507.52,11,1.0
CUST00648,Loyal Customers,1,4,2724.16,15,0.0
CUST00649,At Risk,185,6,3181.62,36,4.0
CUST00650,Dormant,120,3,2622.0099999999998,42,0.0
CUST00651,Loyal Customers,56,8,5404.83,24,0.0
CUST00652,Champions,21,5,5030.61,89,0.0
CUST00653,Champions,8,5,4120.93,111,0.0
CUST00654,Champions,14,8,7323.56,33,2.0
CUST00655,Champions,5,11,6803.96,0,0.0
CUST00656,Champions,37,5,4088.21,61,1.0
CUST00657,At Risk,124,4,1287.49,33,1.0
CUST00658,Dormant,280,2,2355.97,13,1.0
CUST00659,Potential Loyalists,22,3,1580.63,137,0.0
CUST00660,Potential Loyalists,16,2,1265.6799999999998,40,0.0
CUST00661,Dormant,241,3,1105.96,6,1.0
CUST00662,Dormant,185,1,852.96,13,0.0
CUST00663,At Risk,125,8,5700.78,53,2.0
CUST00664,Potential Loyalists,19,2,883.48,4,1.0
CUST00665,Champions,36,10,7120.71,13,2.0
CUST00666,Dormant,47,2,1618.57,8,1.0
CUST00667,Champions,13,6,6032.9400000000005,34,2.0
CUST00668,Dormant,103,2,952.4100000000001,17,0.0
CUST00669,Loyal Customers,27,4,3395.9199999999996,7,0.0
CUST00670,At Risk,303,4,3756.69,0,1.0
CUST00671,Champions,23,9,6239.3,72,1.0
CUST00672,Dormant,202,1,434.37,54,0.0
CUST00673,Dormant,179,1,1297.2,4,0.0
CUST00674,At Risk,117,8,4178.67,82,0.0
CUST00675,Champions,3,7,7603.18,56,0.0
CUST00676,Potential Loyalists,28,3,1606.63,41,1.0
CUST00677,Loyal Customers,10,4,2691.15,5,0.0
CUST00678,Dormant,257,2,1145.87,6,0.0
CUST00679,Champions,42,9,6746.18,21,2.0
CUST00680,Dormant,276,1,1087.83,7,0.0
CUST00681,Dormant,272,1,1372.4,6,1.0
CUST00682,Dormant,44,2,1874.3400000000001,36,1.0
CUST00683,Loyal Customers,56,4,5494.98,49,2.0
CUST00684,At Risk,201,4,2472.73,13,1.0
CUST00685,Potential Loyalists,3,2,1840.04,19,0.0
CUST00686,Dormant,188,3,1409.0900000000001,105,0.0
CUST00687,At Risk,178,5,4129.24,5,0.0
CUST00688,Champions,1,7,5107.13,5,1.0
CUST00689,Champions,10,5,4970.84,91,0.0
CUST00690,Champions,3,8,8522.94,67,1.0
CUST00691,Loyal Customers,4,4,3542.44,63,0.0
CUST00692,Dormant,119,3,1850.73,0,0.0
CUST00693,At Risk,208,5,6136.5,0,2.0
CUST00694,Dormant,135,1,345.14,68,0.0
CUST00695,Dormant,259,1,616.85,27,1.0
CUST00696,Loyal Customers,50,7,6460.69,5,1.0
CUST00697,Loyal Customers,45,5,4965.610000000001,4,1.0
CUST00698,Champions,12,10,7429.34,49,4.0
CUST00699,Loyal Customers,10,5,2461.35,66,0.0
CUST00700,Loyal Customers,55,5,3912.53,5,0.0
CUST00701,At Risk,183,5,6476.26,39,1.0
CUST00702,At Risk,138,6,8044.75,11,2.0
CUST00703,Dormant,165,1,360.06,13,0.0
CUST00704,Loyal Customers,83,4,3057.83,47,1.0
CUST00705,Dormant,73,1,872.61,4,1.0
CUST00706,Loyal Customers,3,4,3502.83,10,0.0
CUST00707,Champions,17,5,3300.72,69,2.0
CUST00708,Champions,37,8,6518.05,26,1.0
CUST00709,Dormant,190,1,1966.47,0,0.0
CUST00710,Champions,38,9,6176.62,37,2.0
CUST00711,Loyal Customers,56,9,5936.34,65,2.0
CUST00712,Loyal Customers,16,6,2661.77,16,1.0
CUST00713,Loyal Customers,57,10,9663.26,59,3.0
CUST00714,Champions,38,7,3312.77,8,1.0
CUST00715,Loyal Customers,40,4,1416.25,29,0.0
CUST00716,Champions,11,8,5285.9800000000005,64,1.0
CUST00717,Dormant,47,2,1150.47,28,0.0
CUST00718,Dormant,178,2,697.62,8,0.0
CUST00719,Champions,18,6,3929.59,8,1.0
CUST00720,At Risk,352,5,3086.61,6,2.0
CUST00721,Potential Loyalists,4,3,3509.03,35,0.0
CUST00722,Dormant,91,1,256.54,4,1.0
CUST00723,Dormant,130,1,546.81,40,0.0
CUST00724,Potential Loyalists,17,3,1850.54,52,0.0
CUST00725,Dormant,202,3,2162.5,0,0.0
CUST00726,Champions,7,11,8607.95,72,4.0
CUST00727,Loyal Customers,69,5,3822.01,54,1.0
CUST00728,Dormant,127,1,396.38,27,1.0
CUST00729,Dormant,201,1,1324.83,6,0.0
CUST00730,Potential Loyalists,13,3,2210.89,18,0.0
CUST00731,Dormant,197,2,1457.58,10,0.0
CUST00732,Potential Loyalists,2,2,874.98,43,1.0
CUST00733,Champions,13,5,3335.1400000000003,24,0.0
CUST00734,Champions,7,8,7745.88,28,2.0
CUST00735,Loyal Customers,17,6,3033.34,6,1.0
CUST00736,Dormant,127,3,1727.68,13,0.0
CUST00737,Potential Loyalists,10,2,1532.3600000000001,5,0.0
CUST00738,Dormant,139,1,545.24,48,1.0
CUST00739,Potential Loyalists,15,2,1791.41,57,0.0
CUST00740,At Risk,322,5,4065.24,24,1.0
CUST00741,Loyal Customers,7,4,2160.6800000000003,12,0.0
CUST00742,Dormant,110,2,1288.91,24,0.0
CUST00743,Champions,1,6,4040.7300000000005,18,1.0
CUST00744,Dormant,126,2,1108.58,11,0.0
CUST00745,Potential Loyalists,1,3,2562.92,95,0.0
CUST00746,Dormant,238,2,1625.12,0,0.0
CUST00747,Potential Loyalists,6,3,2136.34,79,1.0
CUST00748,Loyal Customers,50,8,5195.88,37,1.0
CUST00749,Potential Loyalists,39,3,2194.94,77,0.0
CUST00750,Champions,18,5,4398.99,39,0.0
CUST00751,Potential Loyalists,21,3,2524.67,50,0.0
CUST00752,Dormant,158,2,1319.5500000000002,11,1.0
CUST00753,Dormant,204,1,1093.17,40,0.0
CUST00754,Champions,34,5,5744.99,100,1.0
CUST00755,Dormant,261,2,1585.3600000000001,64,1.0
CUST00756,Dormant,174,3,3223.87,0,2.0
CUST00757,Champions,17,6,3257.69,19,0.0
CUST00758,Champions,21,12,8199.88,84,0.0
CUST00759,Dormant,99,2,1562.24,29,0.0
CUST00760,Dormant,223,2,1132.19,4,1.0
CUST00761,Dormant,254,2,1069.58,5,0.0
CUST00762,Potential Loyalists,9,3,3513.6699999999996,52,1.0
CUST00763,At Risk,249,4,4210.57,0,0.0
CUST00764,Champions,6,7,5460.74,42,0.0
CUST00765,Dormant,159,3,2692.35,10,1.0
CUST00766,Dormant,227,2,1783.35,34,0.0
CUST00767,At Risk,136,7,3498.46,48,3.0
CUST00768,Champions,28,5,4145.38,15,1.0
CUST00769,Loyal Customers,79,6,2815.44,13,2.0
CUST00770,Champions,28,6,4420.31,83,1.0
CUST00771,Dormant,151,1,456.76,59,1.0
CUST00772,Dormant,251,3,3114.63,37,0.0
CUST00773,Dormant,132,3,2278.26,27,1.0
CUST00774,Dormant,162,3,1439.8,10,0.0
CUST00775,Potential Loyalists,11,3,2261.05,51,0.0
CUST00776,At Risk,196,4,3024.9399999999996,0,0.0
CUST00777,Potential Loyalists,16,2,2052.7,10,0.0
CUST00778,At Risk,392,4,3444.29,5,1.0
CUST00779,Potential Loyalists,10,2,1509.0500000000002,18,0.0
CUST00780,Loyal Customers,46,6,4641.68,60,3.0
CUST00781,Dormant,46,2,735.97,19,0.0
CUST00782,Dormant,255,1,505.28,5,0.0
CUST00783,At Risk,293,6,4123.36,18,1.0
CUST00784,Loyal Customers,106,5,3103.73,80,0.0
CUST00785,Champions,9,9,6686.259999999999,20,1.0
CUST00786,At Risk,211,5,5359.3,5,3.0
CUST00787,Loyal Customers,44,8,6425.65,10,2.0
CUST00788,Loyal Customers,12,4,2375.38,53,0.0
CUST00789,Loyal Customers,22,4,2430.0,6,0.0
CUST00790,Dormant,139,1,458.83,65,1.0
CUST00791,Dormant,291,1,1187.93,0,1.0
CUST00792,At Risk,209,6,2976.79,30,1.0
CUST00793,Dormant,174,3,2463.2,6,0.0
CUST00794,At Risk,232,5,2824.37,30,2.0
CUST00795,At Risk,199,4,3787.58,11,0.0
CUST00796,Dormant,212,3,5388.48,37,0.0
CUST00797,Loyal Customers,46,6,4173.97,29,0.0
CUST00798,Loyal Customers,55,11,7027.3,39,1.0
CUST00799,At Risk,117,6,3798.88,12,1.0
CUST00800,Loyal Customers,55,11,11321.24,32,4.0
CUST00801,Dormant,137,3,3345.79,5,1.0
CUST00802,Dormant,262,1,1787.0,4,0.0
CUST00803,Champions,15,9,6758.16,14,1.0
CUST00804,Potential Loyalists,32,3,4024.96,40,0.0
CUST00805,Potential Loyalists,13,2,1767.23,37,0.0
CUST00806,Loyal Customers,12,4,2638.59,46,0.0
CUST00807,Dormant,173,2,1827.0300000000002,28,0.0
CUST00808,Champions,18,8,4724.89,83,2.0
CUST00809,Loyal Customers,52,4,2499.37,79,2.0
CUST00810,Dormant,55,2,1187.01,0,0.0
CUST00811,At Risk,245,6,3477.9399999999996,14,0.0
CUST00812,Dormant,250,1,383.16,0,0.0
CUST00813,Champions,38,10,10122.32,80,4.0
CUST00814,Loyal Customers,51,4,4209.28,77,0.0
CUST00815,Champions,7,6,8248.23,16,2.0
CUST00816,Loyal Customers,10,4,4139.43,33,1.0
CUST00817,Loyal Customers,43,15,12291.02,78,1.0
CUST00818,Dormant,208,1,988.84,7,1.0
CUST00819,Loyal Customers,4,5,2464.45,33,1.0
CUST00820,Dormant,250,2,935.6700000000001,19,0.0
CUST00821,Loyal Customers,37,4,1560.22,41,2.0
CUST00822,Loyal Customers,47,7,5444.48,55,1.0
CUST00823,At Risk,207,8,3291.63,8,3.0
CUST00824,Loyal Customers,27,5,3095.46,28,0.0
CUST00825,Dormant,158,1,410.77,22,0.0
CUST00826,At Risk,219,10,8171.4,43,2.0
CUST00827,Potential Loyalists,21,2,2194.51,21,0.0
CUST00828,Dormant,151,1,355.91,20,0.0
CUST00829,Champions,14,11,6982.35,44,1.0
CUST00830,Loyal Customers,15,4,1997.9499999999998,46,0.0
CUST00831,Loyal Customers,7,4,2386.85,73,2.0
CUST00832,Dormant,46,2,1058.1299999999999,57,0.0
CUST00833,Dormant,128,1,1142.84,26,0.0
CUST00834,Loyal Customers,15,5,2537.02,31,1.0
CUST00835,At Risk,218,9,6888.030000000001,36,1.0
CUST00836,Loyal Customers,26,4,2317.06,29,0.0
CUST00837,Champions,6,5,3553.5,49,0.0
CUST00838,Loyal Customers,70,6,4291.93,81,2.0
CUST00839,Dormant,223,3,1996.99,12,0.0
CUST00840,Champions,11,12,10612.47,16,4.0
CUST00841,Champions,9,9,7419.17,10,2.0
CUST00842,Champions,25,7,7745.47,4,1.0
CUST00843,Dormant,106,1,803.69,6,1.0
CUST00844,Potential Loyalists,41,2,755.87,4,0.0
CUST00845,At Risk,157,4,2758.2200000000003,18,2.0
CUST00846,Champions,40,11,8410.48,82,2.0
CUST00847,Champions,25,8,8043.27,80,2.0
CUST00848,Loyal Customers,20,5,2968.0699999999997,38,0.0
CUST00849,Champions,4,8,4626.5,62,0.0
CUST00850,Dormant,68,2,2278.0299999999997,37,1.0
CUST00851,Loyal Customers,31,4,2428.66,57,1.0
CUST00852,Loyal Customers,32,5,2167.86,6,0.0
CUST00853,Dormant,122,1,318.94,59,1.0
CUST00854,Dormant,340,3,2249.63,7,0.0
CUST00855,Dormant,353,1,613.47,6,0.0
CUST00856,Potential Loyalists,22,2,2859.3100000000004,7,1.0
CUST00857,Champions,5,8,8240.81,21,3.0
CUST00858,Dormant,151,3,2363.5299999999997,5,0.0
CUST00859,At Risk,230,4,2159.64,47,0.0
CUST00860,Loyal Customers,10,4,4975.85,34,1.0
CUST00861,Dormant,231,3,1530.88,16,1.0
CUST00862,At Risk,514,4,3934.7400000000002,8,0.0
CUST00863,Champions,2,5,3905.8599999999997,41,0.0
CUST00864,Dormant,199,2,1042.98,9,2.0
CUST00865,Loyal Customers,6,4,2649.15,45,1.0
CUST00866,Dormant,87,1,1280.71,28,0.0
CUST00867,Dormant,76,1,424.64,31,1.0
CUST00868,Potential Loyalists,13,2,2446.06,75,0.0
CUST00869,At Risk,154,7,4021.25,0,2.0
CUST00870,Loyal Customers,48,8,6011.93,74,1.0
CUST00871,At Risk,183,8,7332.96,19,2.0
CUST00872,Dormant,186,3,1959.48,37,0.0
CUST00873,Loyal Customers,50,6,6473.18,14,0.0
CUST00874,Dormant,82,1,511.56,44,0.0
CUST00875,Loyal Customers,2,5,2503.32,4,0.0
CUST00876,Dormant,97,3,1392.13,37,2.0
CUST00877,Dormant,124,3,1904.33,32,1.0
CUST00878,Loyal Customers,24,4,3527.67,84,0.0
CUST00879,At Risk,216,6,5967.77,16,0.0
CUST00880,Champions,41,6,4867.9,60,1.0
CUST00881,Champions,28,9,9947.49,24,0.0
CUST00882,Dormant,146,2,894.79,14,1.0
CUST00883,Loyal Customers,41,4,7320.71,7,0.0
CUST00884,Dormant,332,1,365.93,4,0.0
CUST00885,Loyal Customers,92,8,6880.8099999999995,58,2.0
CUST00886,Loyal Customers,43,7,4255.63,21,3.0
CUST00887,Loyal Customers,44,4,2990.4700000000003,0,2.0
CUST00888,Dormant,169,3,2556.74,0,0.0
CUST00889,Dormant,105,3,2012.98,13,1.0
CUST00890,Dormant,56,2,1836.2600000000002,5,1.0
CUST00891,Loyal Customers,17,4,4809.09,0,0.0
CUST00892,Potential Loyalists,34,2,1512.83,28,0.0
CUST00893,Dormant,160,2,2269.27,20,0.0
CUST00894,Dormant,86,2,1903.85,9,2.0
CUST00895,At Risk,115,4,1415.7,65,1.0
CUST00896,Loyal Customers,49,12,10648.24,15,2.0
CUST00897,Loyal Customers,4,4,2200.73,22,0.0
CUST00898,At Risk,400,6,4353.639999999999,12,1.0
CUST00899,Dormant,248,1,574.65,26,1.0
CUST00900,Dormant,119,2,1242.65,6,1.0
CUST00901,Loyal Customers,25,5,2464.39,67,3.0
CUST00902,Potential Loyalists,31,2,2750.7200000000003,29,0.0
CUST00903,Dormant,103,1,632.18,83,1.0
CUST00904,Champions,26,9,6237.5,38,4.0
CUST00905,Champions,15,6,5968.610000000001,74,2.0
CUST00906,Dormant,99,2,1449.41,20,0.0
CUST00907,Dormant,281,3,2874.51,14,2.0
CUST00908,Potential Loyalists,13,3,3367.2,12,1.0
CUST00909,Dormant,246,1,615.14,0,1.0
CUST00910,Dormant,188,1,1239.32,17,1.0
CUST00911,Champions,10,12,6468.68,14,1.0
CUST00912,Dormant,199,2,1516.54,0,0.0
CUST00913,Dormant,244,3,1818.9,4,1.0
CUST00914,Loyal Customers,13,4,2222.24,91,0.0
CUST00915,At Risk,174,4,2277.22,4,2.0
CUST00916,Loyal Customers,48,6,4860.93,46,2.0
CUST00917,Dormant,347,3,1704.79,5,1.0
CUST00918,Dormant,297,2,1142.22,7,1.0
CUST00919,Potential Loyalists,3,3,2454.3900000000003,64,1.0
CUST00920,At Risk,127,4,3650.77,82,2.0
CUST00921,Dormant,256,1,1335.06,13,1.0
CUST00922,Potential Loyalists,20,2,1685.92,41,0.0
CUST00923,At Risk,118,7,4149.83,57,2.0
CUST00924,Champions,17,6,3946.79,6,0.0
CUST00925,Potential Loyalists,10,3,1237.22,34,1.0
CUST00926,Loyal Customers,37,4,2339.8,34,1.0
CUST00927,Dormant,404,1,617.86,7,0.0
CUST00928,Dormant,290,1,325.55,5,0.0
CUST00929,Potential Loyalists,20,3,1073.3,36,0.0
CUST00930,Champions,32,6,3844.14,37,1.0
CUST00931,Potential Loyalists,2,3,2714.71,62,0.0
CUST00932,Dormant,144,1,688.68,87,1.0
CUST00933,Dormant,266,3,2102.12,0,0.0
CUST00934,Loyal Customers,105,10,6237.47,25,3.0
CUST00935,Champions,33,7,5188.150000000001,49,0.0
CUST00936,Champions,30,5,3923.66,21,1.0
CUST00937,At Risk,187,5,3342.44,10,1.0
CUST00938,Dormant,87,3,4729.23,11,1.0
CUST00939,Dormant,54,2,1107.05,36,0.0
CUST00940,Loyal Customers,5,4,2899.21,0,2.0
CUST00941,At Risk,244,5,3758.0600000000004,24,2.0
CUST00942,Dormant,68,1,407.18,25,1.0
CUST00943,At Risk,407,5,3965.95,11,0.0
CUST00944,At Risk,135,6,4456.65,6,1.0
CUST00945,Potential Loyalists,13,3,2214.03,37,0.0
CUST00946,Dormant,234,1,542.29,28,0.0
CUST00947,Champions,20,10,10027.53,0,2.0
CUST00948,Dormant,140,1,923.64,74,0.0
CUST00949,Dormant,191,2,1269.04,11,0.0
CUST00950,Dormant,270,3,3765.9,22,1.0
CUST00951,Dormant,57,2,1189.38,40,0.0
CUST00952,Loyal Customers,53,9,5015.73,97,0.0
CUST00953,Loyal Customers,12,4,2392.2400000000002,27,1.0
CUST00954,Potential Loyalists,25,3,1448.85,64,0.0
CUST00955,Dormant,124,2,748.92,23,0.0
CUST00956,Champions,34,8,6939.79,64,2.0
CUST00957,Loyal Customers,31,4,2283.67,34,1.0
CUST00958,Dormant,221,2,1033.42,9,1.0
CUST00959,At Risk,124,7,3865.13,0,1.0
CUST00960,At Risk,207,4,3772.4900000000002,4,2.0
CUST00961,Champions,13,7,4642.05,8,1.0
CUST00962,Dormant,83,1,349.41,63,1.0
CUST00963,Dormant,164,1,641.2,51,0.0
CUST00964,Dormant,280,3,2167.08,0,0.0
CUST00965,Potential Loyalists,7,3,1160.9499999999998,34,2.0
CUST00966,Dormant,43,2,2702.51,21,1.0
CUST00967,Dormant,279,2,2065.27,9,1.0
CUST00968,At Risk,159,6,6505.79,65,1.0
CUST00969,Loyal Customers,21,5,3048.0499999999997,86,1.0
CUST00970,Dormant,249,3,1607.64,26,1.0
CUST00971,Champions,39,9,5971.94,145,1.0
CUST00972,Loyal Customers,52,6,7731.1900000000005,29,1.0
CUST00973,Champions,17,8,3816.52,18,2.0
CUST00974,Champions,23,6,3864.1600000000003,74,2.0
CUST00975,Loyal Customers,20,5,3079.6099999999997,69,0.0
CUST00976,Champions,12,8,6222.9,39,2.0
CUST00977,Loyal Customers,13,4,2475.1,44,0.0
CUST00978,Dormant,368,1,725.16,0,1.0
CUST00979,At Risk,164,8,6304.8099999999995,29,1.0
CUST00980,Dormant,142,1,492.33,27,0.0
CUST00981,Loyal Customers,51,9,6921.92,26,1.0
CUST00982,Loyal Customers,13,5,2494.24,24,3.0
CUST00983,Dormant,317,2,1982.29,5,1.0
CUST00984,Loyal Customers,8,4,4244.13,13,0.0
CUST00985,Dormant,146,1,734.6,24,1.0
CUST00986,Champions,7,6,3804.19,5,0.0
CUST00987,Champions,36,6,6292.92,14,1.0
CUST00988,Loyal Customers,45,7,4773.01,18,0.0
CUST00989,At Risk,219,5,4165.87,0,0.0
CUST00990,Champions,15,9,6877.57,38,2.0
CUST00991,Loyal Customers,49,12,11918.47,55,2.0
CUST00992,At Risk,333,5,4442.45,24,0.0
CUST00993,At Risk,225,7,6785.33,5,1.0
CUST00994,Champions,12,8,7749.85,56,0.0
CUST00995,At Risk,220,4,2523.84,27,0.0
CUST00996,Champions,20,8,4295.360000000001,76,3.0
CUST00997,Dormant,241,1,325.85,26,1.0
CUST00998,Champions,24,5,4050.55,31,0.0
CUST00999,At Risk,209,7,4930.56,0,2.0
CUST01000,Loyal Customers,22,4,3336.54,21,1.0
CUST01001,At Risk,374,5,4064.54,6,0.0
CUST01002,Champions,41,6,3771.06,67,0.0
CUST01003,Dormant,199,1,944.62,43,1.0
CUST01004,At Risk,276,7,5599.9,4,1.0
CUST01005,Dormant,205,1,1329.67,19,1.0
CUST01006,Dormant,48,3,1795.3999999999999,17,0.0
CUST01007,Loyal Customers,57,5,2893.62,30,1.0
CUST01008,Dormant,330,1,473.15,6,0.0
CUST01009,Potential Loyalists,32,2,1137.6100000000001,48,0.0
CUST01010,Potential Loyalists,17,2,781.3599999999999,21,0.0
CUST01011,At Risk,426,4,1951.66,29,0.0
CUST01012,Champions,22,5,3441.3199999999997,48,2.0
CUST01013,Dormant,368,2,1302.3899999999999,0,1.0
CUST01014,At Risk,198,7,3972.09,4,1.0
CUST01015,Loyal Customers,12,5,2736.99,53,1.0
CUST01016,Loyal Customers,37,4,1706.07,26,0.0
CUST01017,Loyal Customers,47,6,5902.049999999999,20,2.0
CUST01018,Potential Loyalists,7,2,1107.73,73,1.0
